"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 10- 04","9.1349","9.1157","9.1411","9.1045","","0.03%"
"2023- 10- 03","9.1323","9.0562","9.2484","9.0409","","0.95%"
"2023- 10- 02","9.0468","9.0474","9.0768","9.0171","","-0.02%"
"2023- 09- 29","9.0487","9.0459","9.0643","8.9993","","0.12%"
"2023- 09- 28","9.0380","9.0613","9.0933","9.0279","","-0.15%"
"2023- 09- 27","9.0520","9.0837","9.1023","9.0393","","-0.24%"
"2023- 09- 26","9.0735","8.9947","9.0950","8.9859","","0.97%"
"2023- 09- 25","8.9866","9.0012","9.0234","8.9650","","-0.04%"
"2023- 09- 22","8.9900","9.0760","9.0932","8.9750","","-0.90%"
"2023- 09- 21","9.0712","8.9884","9.1134","8.9802","","0.95%"
"2023- 09- 20","8.9856","8.9879","9.0106","8.9539","","0.01%"
"2023- 09- 19","8.9851","8.9702","8.9972","8.9369","","0.21%"
"2023- 09- 18","8.9661","8.9981","8.9997","8.9595","","-0.21%"
"2023- 09- 15","8.9846","9.0180","9.0295","8.9671","","-0.34%"
"2023- 09- 14","9.0149","9.0055","9.0393","8.9832","","0.21%"
"2023- 09- 13","8.9957","9.0222","9.0365","8.9832","","-0.22%"
"2023- 09- 12","9.0159","9.0482","9.0640","9.0090","","-0.28%"
"2023- 09- 11","9.0415","9.0903","9.1255","9.0423","","0.12%"
"2023- 09- 08","9.0310","9.0619","9.1022","9.0286","","-0.24%"
"2023- 09- 07","9.0526","9.0379","9.0917","9.0154","","0.24%"
"2023- 09- 06","9.0308","9.0023","9.0571","8.9999","","0.38%"
"2023- 09- 05","8.9965","9.0021","9.0915","8.9880","","0.03%"
"2023- 09- 04","8.9942","9.0182","9.0492","8.9905","","-0.16%"
"2023- 09- 01","9.0083","9.1068","9.1175","9.0094","","-1.05%"
"2023- 08- 31","9.1037","9.0513","9.1211","9.0365","","0.61%"
"2023- 08- 30","9.0483","9.0386","9.0764","9.0277","","0.15%"
"2023- 08- 29","9.0346","9.0359","9.0612","9.0056","","0.02%"
"2023- 08- 28","9.0332","9.0458","9.0636","9.0059","","-0.05%"
"2023- 08- 25","9.0380","9.1088","9.1187","9.0336","","-0.69%"
"2023- 08- 24","9.1008","9.1679","9.1937","9.0616","","-0.61%"
"2023- 08- 23","9.1566","9.1905","9.2402","9.1550","","-0.29%"
"2023- 08- 22","9.1831","9.1709","9.1961","9.1422","","0.26%"
"2023- 08- 21","9.1597","9.2212","9.2500","9.1573","","-0.54%"
"2023- 08- 18","9.2096","9.1852","9.2552","9.1524","","0.30%"
"2023- 08- 17","9.1825","9.1725","9.2041","9.1478","","0.19%"
"2023- 08- 16","9.1651","9.1831","9.2147","9.1638","","-0.15%"
"2023- 08- 15","9.1793","9.1916","9.2162","9.1616","","-0.12%"
"2023- 08- 14","9.1901","9.1776","9.2132","9.1610","","0.16%"
"2023- 08- 11","9.1751","9.1018","9.2093","9.0868","","0.86%"
"2023- 08- 10","9.0971","9.1393","9.1740","9.0713","","-0.42%"
"2023- 08- 09","9.1357","9.1855","9.2252","9.1357","","-0.50%"
"2023- 08- 08","9.1815","9.1793","9.2479","9.1351","","0.10%"
"2023- 08- 07","9.1721","9.2001","9.2341","9.1504","","-0.28%"
"2023- 08- 04","9.1979","9.1195","9.2170","9.0894","","0.95%"
"2023- 08- 03","9.1114","9.0666","9.1551","9.0217","","0.54%"
"2023- 08- 02","9.0625","8.9957","9.1195","8.9925","","0.78%"
"2023- 08- 01","8.9925","8.9833","9.0366","8.9566","","0.15%"
"2023- 07- 31","8.9794","9.0303","9.0722","8.9423","","-0.40%"
"2023- 07- 28","9.0157","9.2085","9.2587","9.0185","","-2.05%"
"2023- 07- 27","9.2047","9.0669","9.2576","9.0323","","1.58%"
"2023- 07- 26","9.0616","9.0599","9.1039","9.0358","","0.04%"
"2023- 07- 25","9.0580","9.0550","9.0885","9.0062","","0.08%"
"2023- 07- 24","9.0510","9.0810","9.1031","9.0302","","-0.20%"
"2023- 07- 21","9.0692","9.1200","9.1701","9.0386","","-0.47%"
"2023- 07- 20","9.1122","9.0772","9.1418","9.0499","","0.48%"
"2023- 07- 19","9.0690","9.1138","9.1209","9.0393","","-0.46%"
"2023- 07- 18","9.1108","9.1092","9.1683","9.0618","","0.07%"
"2023- 07- 17","9.1040","9.1479","9.1794","9.0948","","-0.40%"
"2023- 07- 14","9.1403","9.1793","9.2399","9.1006","","-0.38%"
"2023- 07- 13","9.1752","9.2039","9.2599","9.1303","","-0.28%"
"2023- 07- 12","9.2014","9.2030","9.2915","9.1751","","0.03%"
"2023- 07- 11","9.1985","9.1986","9.2273","9.1644","","0.04%"
"2023- 07- 10","9.1947","9.1308","9.2224","9.1154","","0.67%"
"2023- 07- 07","9.1337","9.0887","9.1551","9.0684","","0.53%"
"2023- 07- 06","9.0854","9.0146","9.1237","9.0049","","0.82%"
"2023- 07- 05","9.0114","8.9634","9.0340","8.9576","","0.57%"
"2023- 07- 04","8.9599","9.0175","9.0490","8.9536","","-0.59%"
"2023- 07- 03","9.0131","9.1179","9.1263","9.0126","","-1.07%"
"2023- 06- 30","9.1106","9.1375","9.1489","9.0899","","-0.24%"
"2023- 06- 29","9.1325","9.0626","9.1414","9.0504","","0.82%"
"2023- 06- 28","9.0581","9.0195","9.1046","9.0048","","0.45%"
"2023- 06- 27","9.0171","9.0961","9.1229","8.9992","","-0.82%"
"2023- 06- 26","9.0920","9.1165","9.1487","9.0555","","-0.14%"
"2023- 06- 23","9.1045","9.0737","9.1671","9.0555","","0.37%"
"2023- 06- 22","9.0706","9.0830","9.1552","9.0675","","-0.10%"
"2023- 06- 21","9.0798","9.1106","9.1420","9.0777","","-0.29%"
"2023- 06- 20","9.1060","9.0377","9.1271","9.0020","","0.84%"
"2023- 06- 19","9.0300","9.0065","9.0673","8.9938","","0.37%"
"2023- 06- 16","8.9965","9.0555","9.1025","8.9955","","-0.59%"
"2023- 06- 15","9.0501","9.0966","9.1285","9.0368","","-0.48%"
"2023- 06- 14","9.0936","9.0434","9.1523","9.0260","","0.59%"
"2023- 06- 13","9.0401","9.2036","9.2207","9.0386","","-1.75%"
"2023- 06- 12","9.2009","9.2370","9.2785","9.1976","","-0.39%"
"2023- 06- 09","9.2367","9.3333","9.3485","9.2295","","-0.94%"
"2023- 06- 08","9.3240","9.3392","9.3660","9.3090","","-0.12%"
"2023- 06- 07","9.3354","9.3073","9.3744","9.2909","","0.34%"
"2023- 06- 06","9.3039","9.3251","9.3624","9.2861","","-0.16%"
"2023- 06- 05","9.3192","9.3290","9.3635","9.3028","","-0.12%"
"2023- 06- 02","9.3300","9.4630","9.4725","9.3216","","-1.32%"
"2023- 06- 01","9.4545","9.4812","9.5297","9.4444","","-0.23%"
"2023- 05- 31","9.4766","9.4429","9.5195","9.4096","","0.40%"
"2023- 05- 30","9.4390","9.4338","9.4543","9.3983","","0.13%"
"2023- 05- 29","9.4267","9.4070","9.4524","9.3913","","0.24%"
"2023- 05- 26","9.4039","9.5055","9.5143","9.4029","","-1.06%"
"2023- 05- 25","9.5051","9.4563","9.5393","9.4433","","0.55%"
"2023- 05- 24","9.4531","9.5259","9.5421","9.4516","","-0.69%"
"2023- 05- 23","9.5188","9.4813","9.5439","9.4418","","0.43%"
"2023- 05- 22","9.4780","9.6012","9.6356","9.4764","","-1.32%"
"2023- 05- 19","9.6043","9.6210","9.6599","9.5514","","-0.14%"
"2023- 05- 18","9.6182","9.6940","9.7168","9.6101","","-0.73%"
"2023- 05- 17","9.6894","9.8455","9.8569","9.6804","","-1.54%"
"2023- 05- 16","9.8413","9.8132","9.8766","9.7980","","0.32%"
"2023- 05- 15","9.8102","9.8997","9.9020","9.7931","","-0.80%"
"2023- 05- 12","9.8896","9.8928","9.9382","9.8728","","0.00%"
"2023- 05- 11","9.8895","9.8109","9.9525","9.7941","","0.84%"
"2023- 05- 10","9.8070","9.8080","9.8483","9.7692","","0.04%"
"2023- 05- 09","9.8035","9.7878","9.8342","9.7759","","0.23%"
"2023- 05- 08","9.7808","9.7753","9.8334","9.7410","","0.12%"
"2023- 05- 05","9.7692","9.8538","9.8680","9.7562","","-0.82%"
"2023- 05- 04","9.8500","9.9136","9.9344","9.8173","","-0.57%"
"2023- 05- 03","9.9068","9.8322","9.9178","9.8061","","0.79%"
"2023- 05- 02","9.8287","9.7682","9.8495","9.7132","","0.70%"
"2023- 05- 01","9.7606","9.8182","9.8263","9.7546","","-0.55%"
"2023- 04- 28","9.8142","10.0001","10.0438","9.7974","","-1.81%"
"2023- 04- 27","9.9953","10.0133","10.0646","9.9860","","-0.14%"
"2023- 04- 26","10.0098","10.0308","10.0751","9.9807","","-0.17%"
"2023- 04- 25","10.0268","9.9298","10.0725","9.9030","","1.02%"
"2023- 04- 24","9.9256","9.9213","9.9648","9.8948","","0.18%"
"2023- 04- 21","9.9073","9.8632","9.9515","9.8406","","0.49%"
"2023- 04- 20","9.8593","9.8741","9.8830","9.8014","","-0.10%"
"2023- 04- 19","9.8694","9.8392","9.9237","9.8015","","0.35%"
"2023- 04- 18","9.8347","9.8119","9.8540","9.7818","","0.28%"
"2023- 04- 17","9.8075","9.7465","9.8478","9.7334","","0.63%"
"2023- 04- 14","9.7459","9.8219","9.8479","9.7384","","-0.72%"
"2023- 04- 13","9.8166","9.9378","9.9746","9.7916","","-1.18%"
"2023- 04- 12","9.9334","9.8938","9.9962","9.8699","","0.45%"
"2023- 04- 11","9.8888","9.8865","9.9472","9.8659","","0.06%"
"2023- 04- 10","9.8827","9.9628","9.9946","9.8699","","-0.78%"
"2023- 04- 07","9.9599","10.0094","10.0323","9.9396","","-0.45%"
"2023- 04- 06","10.0046","10.0329","10.0938","9.9816","","-0.25%"
"2023- 04- 05","10.0293","9.9505","10.0591","9.9483","","0.84%"
"2023- 04- 04","9.9459","9.8862","10.0027","9.8456","","0.65%"
"2023- 04- 03","9.8813","9.8243","9.9404","9.7874","","0.48%"
"2023- 03- 31","9.8337","9.7771","9.8539","9.6795","","0.62%"
"2023- 03- 30","9.7735","9.8290","9.8685","9.7547","","-0.50%"
"2023- 03- 29","9.8231","9.9138","9.9245","9.8161","","-0.86%"
"2023- 03- 28","9.9079","9.8685","9.9569","9.8484","","0.44%"
"2023- 03- 27","9.8649","9.9277","9.9693","9.8544","","-0.40%"
"2023- 03- 24","9.9041","9.8355","10.0749","9.8056","","0.75%"
"2023- 03- 23","9.8306","9.8802","9.9192","9.7357","","-0.42%"
"2023- 03- 22","9.8718","9.8391","9.9024","9.7977","","0.38%"
"2023- 03- 21","9.8342","9.9390","9.9902","9.8325","","-0.98%"
"2023- 03- 20","9.9319","9.8787","10.0533","9.8056","","0.08%"
"2023- 03- 17","9.9239","9.7338","9.9359","9.7275","","2.05%"
"2023- 03- 16","9.7245","9.8443","9.9612","9.7255","","-1.18%"
"2023- 03- 15","9.8407","9.7221","9.9969","9.6548","","1.25%"
"2023- 03- 14","9.7188","9.7365","9.8441","9.6834","","-0.14%"
"2023- 03- 13","9.7326","9.7843","9.8883","9.6624","","-0.47%"
"2023- 03- 10","9.7788","9.7382","9.8037","9.6257","","0.45%"
"2023- 03- 09","9.7349","9.5866","9.7534","9.5850","","1.59%"
"2023- 03- 08","9.5827","9.6121","9.6378","9.5658","","-0.27%"
"2023- 03- 07","9.6086","9.5479","9.6341","9.5360","","0.73%"
"2023- 03- 06","9.5392","9.5365","9.5787","9.5133","","0.04%"
"2023- 03- 03","9.5351","9.5879","9.6069","9.5147","","-0.51%"
"2023- 03- 02","9.5838","9.5886","9.6412","9.5763","","-0.01%"
"2023- 03- 01","9.5845","9.7155","9.7245","9.5534","","-1.30%"
"2023- 02- 28","9.7110","9.6781","9.7353","9.6386","","0.43%"
"2023- 02- 27","9.6690","9.6320","9.7237","9.6212","","0.40%"
"2023- 02- 24","9.6304","9.6340","9.7126","9.6285","","-0.02%"
"2023- 02- 23","9.6326","9.6583","9.6906","9.5676","","-0.22%"
"2023- 02- 22","9.6543","9.6749","9.7018","9.6269","","-0.17%"
"2023- 02- 21","9.6708","9.6564","9.7106","9.6257","","0.17%"
"2023- 02- 20","9.6546","9.6592","9.6865","9.6294","","-0.03%"
"2023- 02- 17","9.6577","9.6304","9.6841","9.6128","","0.32%"
"2023- 02- 16","9.6268","9.5715","9.6460","9.5533","","0.64%"
"2023- 02- 15","9.5658","9.5602","9.6605","9.5529","","0.07%"
"2023- 02- 14","9.5593","9.6160","9.6412","9.5353","","-0.55%"
"2023- 02- 13","9.6118","9.6494","9.6837","9.5880","","-0.32%"
"2023- 02- 10","9.6428","9.6133","9.7136","9.5828","","0.35%"
"2023- 02- 09","9.6089","9.5968","9.6452","9.5819","","0.17%"
"2023- 02- 08","9.5925","9.5808","9.6482","9.5554","","0.14%"
"2023- 02- 07","9.5793","9.5100","9.6447","9.4646","","0.85%"
"2023- 02- 06","9.4984","9.4460","9.5405","9.4023","","-0.10%"
"2023- 02- 03","9.5081","9.5224","9.5921","9.4630","","-0.10%"
"2023- 02- 02","9.5180","9.4787","9.5587","9.4565","","0.42%"
"2023- 02- 01","9.4780","9.4825","9.5361","9.4277","","0.00%"
"2023- 01- 31","9.4782","9.4433","9.5197","9.4289","","0.41%"
"2023- 01- 30","9.4394","9.4826","9.5046","9.4216","","-0.30%"
"2023- 01- 27","9.4674","9.4626","9.5304","9.4528","","0.08%"
"2023- 01- 26","9.4597","9.5140","9.5513","9.4522","","-0.53%"
"2023- 01- 25","9.5098","9.4725","9.5615","9.4349","","0.44%"
"2023- 01- 24","9.4682","9.4156","9.5044","9.4027","","0.60%"
"2023- 01- 23","9.4114","9.5005","9.5319","9.4024","","-0.74%"
"2023- 01- 20","9.4819","9.5972","9.6111","9.4601","","-1.16%"
"2023- 01- 19","9.5929","9.6055","9.6718","9.5924","","-0.09%"
"2023- 01- 18","9.6012","9.6592","9.6617","9.4375","","-0.57%"
"2023- 01- 17","9.6562","9.6611","9.6850","9.5960","","-0.01%"
"2023- 01- 16","9.6571","9.6819","9.6932","9.6057","","-0.16%"
"2023- 01- 13","9.6729","9.5912","9.7240","9.5587","","0.92%"
"2023- 01- 12","9.5848","9.3781","9.5997","9.3767","","2.20%"
"2023- 01- 11","9.3781","9.3844","9.4447","9.3680","","-0.02%"
"2023- 01- 10","9.3801","9.3998","9.4558","9.3794","","-0.17%"
"2023- 01- 09","9.3963","9.5043","9.5239","9.3659","","-0.98%"
"2023- 01- 06","9.4890","9.5535","9.5636","9.4129","","-0.65%"
"2023- 01- 05","9.5515","9.5860","9.6459","9.5102","","-0.31%"
"2023- 01- 04","9.5815","9.7668","9.7851","9.5764","","-1.84%"
"2023- 01- 03","9.7612","9.7130","9.8263","9.6660","","0.58%"
"2023- 01- 02","9.7050","9.6240","9.7383","9.6203","","0.93%"
"2022- 12- 30","9.6151","9.4819","9.6306","9.4698","","1.44%"
"2022- 12- 29","9.4786","9.4789","9.5239","9.4424","","0.02%"
"2022- 12- 28","9.4763","9.5310","9.5414","9.4372","","-0.53%"
"2022- 12- 27","9.5272","9.5948","9.6121","9.5083","","-0.62%"
"2022- 12- 26","9.5862","9.6458","9.6798","9.5679","","-0.49%"
"2022- 12- 23","9.6337","9.7619","9.7763","9.6214","","-1.28%"
"2022- 12- 22","9.7585","9.6644","9.7662","9.6550","","1.08%"
"2022- 12- 21","9.6544","9.7495","9.7929","9.6617","","-0.94%"
"2022- 12- 20","9.7465","9.5084","9.8351","9.4587","","2.54%"
"2022- 12- 19","9.5047","9.6281","9.6452","9.4864","","-0.76%"
"2022- 12- 16","9.5778","9.5772","9.6087","9.5054","","0.09%"
"2022- 12- 15","9.5690","9.5656","9.6406","9.5486","","0.08%"
"2022- 12- 14","9.5617","9.5112","9.6266","9.5001","","0.58%"
"2022- 12- 13","9.5069","9.4936","9.7063","9.4407","","0.23%"
"2022- 12- 12","9.4850","9.5478","9.6011","9.4785","","-0.64%"
"2022- 12- 09","9.5459","9.6354","9.6482","9.5186","","-0.84%"
"2022- 12- 08","9.6271","9.6238","9.6749","9.6182","","0.07%"
"2022- 12- 07","9.6200","9.6321","9.6763","9.5590","","-0.10%"
"2022- 12- 06","9.6293","9.5479","9.7057","9.5302","","0.89%"
"2022- 12- 05","9.5446","9.6726","9.6807","9.5295","","-1.22%"
"2022- 12- 02","9.6620","9.6430","9.7083","9.5343","","0.26%"
"2022- 12- 01","9.6374","9.4282","9.6515","9.4239","","2.22%"
"2022- 11- 30","9.4281","9.5575","9.5836","9.4175","","-1.31%"
"2022- 11- 29","9.5535","9.6544","9.6841","9.5380","","-0.90%"
"2022- 11- 28","9.6406","9.5852","9.7368","9.5787","","0.51%"
"2022- 11- 25","9.5916","9.5803","9.6170","9.5237","","0.23%"
"2022- 11- 24","9.5693","9.5777","9.6351","9.5369","","-0.06%"
"2022- 11- 23","9.5749","9.5785","9.6312","9.5428","","0.00%"
"2022- 11- 22","9.5749","9.5649","9.6028","9.5329","","0.13%"
"2022- 11- 21","9.5624","9.5515","9.6665","9.5434","","0.20%"
"2022- 11- 18","9.5435","9.5794","9.6019","9.5333","","-0.34%"
"2022- 11- 17","9.5760","9.5805","9.6545","9.5410","","-0.02%"
"2022- 11- 16","9.5776","9.4530","9.6081","9.4462","","1.37%"
"2022- 11- 15","9.4481","9.4669","9.5393","9.3757","","-0.16%"
"2022- 11- 14","9.4637","9.4852","9.5533","9.3863","","0.00%"
"2022- 11- 11","9.4633","9.5772","9.5792","9.2738","","-1.15%"
"2022- 11- 10","9.5732","9.3625","9.6335","9.3132","","2.26%"
"2022- 11- 09","9.3612","9.4384","9.4932","9.3208","","-0.81%"
"2022- 11- 08","9.4374","9.5027","9.5164","9.3984","","-0.61%"
"2022- 11- 07","9.4950","9.5424","9.6287","9.4843","","-0.79%"
"2022- 11- 04","9.5709","9.6041","9.6494","9.5521","","-0.32%"
"2022- 11- 03","9.6014","9.5597","9.6701","9.5597","","0.56%"
"2022- 11- 02","9.5481","9.5584","9.7235","9.5498","","-0.07%"
"2022- 11- 01","9.5544","9.5957","9.6354","9.5478","","-0.33%"
"2022- 10- 31","9.5861","9.6234","9.6592","9.5808","","-0.56%"
"2022- 10- 28","9.6397","9.7185","9.7313","9.6327","","-0.77%"
"2022- 10- 27","9.7145","9.6530","9.7638","9.6433","","0.67%"
"2022- 10- 26","9.6497","9.6479","9.6824","9.6022","","0.07%"
"2022- 10- 25","9.6433","9.6993","9.7189","9.6135","","-0.55%"
"2022- 10- 24","9.6962","9.6846","9.8137","9.5465","","0.25%"
"2022- 10- 21","9.6724","9.5277","9.7948","9.4755","","1.55%"
"2022- 10- 20","9.5251","9.5742","9.5850","9.4983","","-0.49%"
"2022- 10- 19","9.5716","9.5484","9.5917","9.4738","","0.27%"
"2022- 10- 18","9.5460","9.6086","9.6199","9.5308","","-0.59%"
"2022- 10- 17","9.6031","9.7124","9.7148","9.5988","","-0.83%"
"2022- 10- 14","9.6830","9.7264","9.7531","9.6607","","-0.35%"
"2022- 10- 13","9.7174","9.6988","9.8540","9.6941","","0.22%"
"2022- 10- 12","9.6957","9.8163","9.8278","9.6944","","-1.20%"
"2022- 10- 11","9.8130","9.8087","9.8696","9.7976","","0.18%"
"2022- 10- 10","9.7956","9.7485","9.8344","9.7387","","0.59%"
"2022- 10- 07","9.7380","9.7056","9.7726","9.6716","","0.36%"
"2022- 10- 06","9.7031","9.7961","9.8151","9.6671","","-0.84%"
"2022- 10- 05","9.7850","9.8249","9.8923","9.7775","","-0.38%"
"2022- 10- 04","9.8219","9.9201","9.9322","9.8166","","-0.95%"
"2022- 10- 03","9.9160","9.9639","10.0038","9.9039","","-0.30%"
"2022- 09- 30","9.9458","9.9022","9.9660","9.8714","","0.49%"
"2022- 09- 29","9.8975","9.8860","9.9724","9.8524","","0.17%"
"2022- 09- 28","9.8806","9.8477","9.9930","9.8393","","0.39%"
"2022- 09- 27","9.8424","9.8823","9.9222","9.8172","","-0.38%"
"2022- 09- 26","9.8797","9.9222","9.9830","9.8590","","-0.36%"
"2022- 09- 23","9.9152","9.8682","9.9553","9.8527","","0.52%"
"2022- 09- 22","9.8639","9.7030","10.0048","9.6618","","1.65%"
"2022- 09- 21","9.7036","9.6902","9.7509","9.6308","","0.17%"
"2022- 09- 20","9.6870","9.7087","9.7278","9.6811","","-0.19%"
"2022- 09- 19","9.7059","9.6963","9.7343","9.6842","","0.19%"
"2022- 09- 16","9.6878","9.7451","9.7774","9.6728","","-0.57%"
"2022- 09- 15","9.7430","9.7191","9.7642","9.6947","","0.29%"
"2022- 09- 14","9.7151","9.6500","9.7730","9.6048","","0.71%"
"2022- 09- 13","9.6464","9.6278","9.6831","9.4964","","0.24%"
"2022- 09- 12","9.6236","9.7081","9.7092","9.6245","","-0.57%"
"2022- 09- 09","9.6792","9.6093","9.7184","9.5731","","0.75%"
"2022- 09- 08","9.6069","9.5837","9.6427","9.5402","","0.28%"
"2022- 09- 07","9.5799","9.6538","9.6910","9.5494","","-0.65%"
"2022- 09- 06","9.6427","9.7479","9.7835","9.6426","","-0.98%"
"2022- 09- 05","9.7382","9.7200","9.7944","9.6890","","0.33%"
"2022- 09- 02","9.7066","9.6781","9.7416","9.6512","","0.38%"
"2022- 09- 01","9.6699","9.6553","9.7430","9.6237","","0.20%"
"2022- 08- 31","9.6509","9.7298","9.7556","9.6474","","-0.75%"
"2022- 08- 30","9.7239","9.7039","9.7572","9.6943","","0.24%"
"2022- 08- 29","9.7003","9.7503","9.7602","9.6898","","-0.56%"
"2022- 08- 26","9.7551","9.7801","9.7870","9.6761","","-0.15%"
"2022- 08- 25","9.7699","9.7791","9.8057","9.7500","","-0.06%"
"2022- 08- 24","9.7761","9.7922","9.8609","9.7683","","-0.13%"
"2022- 08- 23","9.7885","9.7737","9.8277","9.7192","","0.19%"
"2022- 08- 22","9.7704","9.7588","9.8433","9.7272","","0.19%"
"2022- 08- 19","9.7518","9.7666","9.7817","9.7086","","-0.11%"
"2022- 08- 18","9.7626","9.7408","9.8300","9.7231","","0.26%"
"2022- 08- 17","9.7370","9.7702","9.7893","9.7098","","-0.30%"
"2022- 08- 16","9.7664","9.8421","9.8775","9.7311","","-0.63%"
"2022- 08- 15","9.8284","9.7592","9.8869","9.7484","","0.84%"
"2022- 08- 12","9.7469","9.8132","9.8368","9.7455","","-0.65%"
"2022- 08- 11","9.8109","9.7628","9.8728","9.7582","","0.52%"
"2022- 08- 10","9.7602","9.6751","9.8876","9.6587","","1.01%"
"2022- 08- 09","9.6629","9.6293","9.7065","9.6244","","0.44%"
"2022- 08- 08","9.6208","9.6559","9.6893","9.6179","","-0.26%"
"2022- 08- 05","9.6462","9.8049","9.8357","9.6056","","-1.56%"
"2022- 08- 04","9.7986","9.7742","9.8320","9.7467","","0.29%"
"2022- 08- 03","9.7701","9.8596","9.9046","9.7510","","-0.81%"
"2022- 08- 02","9.8500","9.9354","10.0370","9.8584","","-0.82%"
"2022- 08- 01","9.9311","9.7826","9.9488","9.7573","","1.54%"
"2022- 07- 29","9.7806","9.6510","9.8211","9.6281","","1.39%"
"2022- 07- 28","9.6468","9.5659","9.6934","9.5624","","0.88%"
"2022- 07- 27","9.5627","9.5753","9.6286","9.5476","","-0.04%"
"2022- 07- 26","9.5670","9.5948","9.6337","9.5603","","-0.25%"
"2022- 07- 25","9.5905","9.6328","9.6388","9.5796","","-0.38%"
"2022- 07- 22","9.6268","9.5114","9.6495","9.4986","","1.27%"
"2022- 07- 21","9.5063","9.5048","9.5438","9.4259","","0.09%"
"2022- 07- 20","9.4975","9.4480","9.5167","9.4157","","0.58%"
"2022- 07- 19","9.4430","9.5500","9.5561","9.4452","","-1.05%"
"2022- 07- 18","9.5432","9.5219","9.5701","9.4921","","0.35%"
"2022- 07- 15","9.5102","9.4847","9.5948","9.4677","","0.37%"
"2022- 07- 14","9.4753","9.4965","9.5436","9.4318","","-0.19%"
"2022- 07- 13","9.4931","9.5444","9.5731","9.4677","","-0.44%"
"2022- 07- 12","9.5354","9.5402","9.5878","9.5266","","-0.01%"
"2022- 07- 11","9.5366","9.5188","9.5713","9.4721","","0.26%"
"2022- 07- 08","9.5120","9.5421","9.6258","9.4928","","-0.29%"
"2022- 07- 07","9.5392","9.6005","9.6469","9.5232","","-0.59%"
"2022- 07- 06","9.5962","9.6339","9.6959","9.5866","","-0.37%"
"2022- 07- 05","9.6317","9.5522","9.6997","9.4978","","0.89%"
"2022- 07- 04","9.5467","9.5986","9.6432","9.5214","","-0.60%"
"2022- 07- 01","9.6041","9.4902","9.6595","9.4792","","1.27%"
"2022- 06- 30","9.4837","9.5359","9.5667","9.4826","","-0.49%"
"2022- 06- 29","9.5300","9.4934","9.5649","9.4689","","0.43%"
"2022- 06- 28","9.4893","9.4993","9.5215","9.4423","","-0.07%"
"2022- 06- 27","9.4959","9.5421","9.6046","9.4726","","-0.39%"
"2022- 06- 24","9.5332","9.6360","9.6596","9.5205","","-1.02%"
"2022- 06- 23","9.6314","9.5225","9.6979","9.5181","","1.16%"
"2022- 06- 22","9.5214","9.4572","9.6007","9.4431","","0.72%"
"2022- 06- 21","9.4535","9.5677","9.5823","9.4500","","-1.11%"
"2022- 06- 20","9.5592","9.5742","9.6122","9.5307","","-0.07%"
"2022- 06- 17","9.5656","9.7460","9.7656","9.5596","","-1.81%"
"2022- 06- 16","9.7423","9.5519","9.8396","9.5189","","2.03%"
"2022- 06- 15","9.5480","9.5215","9.6467","9.5063","","0.31%"
"2022- 06- 14","9.5186","9.6104","9.6445","9.5190","","-0.93%"
"2022- 06- 13","9.6083","9.5212","9.6798","9.4852","","0.98%"
"2022- 06- 10","9.5152","9.4115","9.5682","9.3986","","1.14%"
"2022- 06- 09","9.4079","9.3645","9.4349","9.3413","","0.51%"
"2022- 06- 08","9.3603","9.4637","9.4684","9.3462","","-1.04%"
"2022- 06- 07","9.4590","9.5150","9.5198","9.4472","","-0.55%"
"2022- 06- 06","9.5113","9.5639","9.6150","9.4958","","-0.46%"
"2022- 06- 03","9.5552","9.5594","9.5875","9.5349","","0.03%"
"2022- 06- 02","9.5519","9.5849","9.6531","9.5517","","-0.31%"
"2022- 06- 01","9.5819","9.6545","9.6591","9.5558","","-0.72%"
"2022- 05- 31","9.6513","9.6919","9.7142","9.6306","","-0.29%"
"2022- 05- 30","9.6790","9.8579","9.8644","9.6762","","-1.70%"
"2022- 05- 27","9.8466","9.9191","9.9430","9.8236","","-0.62%"
"2022- 05- 26","9.9082","9.9474","10.0022","9.9041","","-0.37%"
"2022- 05- 25","9.9451","9.9439","10.0289","9.9233","","0.02%"
"2022- 05- 24","9.9427","9.8415","10.0014","9.8378","","1.10%"
"2022- 05- 23","9.8349","9.9606","9.9880","9.8366","","-1.25%"
"2022- 05- 20","9.9593","9.8916","10.0033","9.8758","","0.81%"
"2022- 05- 19","9.8788","9.9488","10.0251","9.8688","","-0.66%"
"2022- 05- 18","9.9449","9.7894","9.9650","9.7779","","1.62%"
"2022- 05- 17","9.7860","9.9139","9.9428","9.7565","","-1.26%"
"2022- 05- 16","9.9108","9.8906","9.9754","9.8475","","0.17%"
"2022- 05- 13","9.8936","10.0586","10.0654","9.8857","","-1.62%"
"2022- 05- 12","10.0563","9.8413","10.1168","9.8344","","2.20%"
"2022- 05- 11","9.8394","9.7867","9.8714","9.7606","","0.56%"
"2022- 05- 10","9.7845","9.7878","9.8484","9.7526","","0.03%"
"2022- 05- 09","9.7811","9.7310","9.8195","9.7032","","0.58%"
"2022- 05- 06","9.7250","9.7550","9.7766","9.7107","","-0.27%"
"2022- 05- 05","9.7511","9.6953","9.7924","9.6607","","0.59%"
"2022- 05- 04","9.6941","9.6918","9.8179","9.6730","","0.09%"
"2022- 05- 03","9.6853","9.7394","9.7578","9.6799","","-0.53%"
